id,movie,author,metascore,review
7494,we-own-the-night-movie,Todd McCarthy,70,"Adequately acted and flecked with the required quota of action to satisfy genre fans, pic recalls numerous good police dramas of the 1970s, but mostly in superficial ways that bring nothing new to the table."
7495,the-trip-to-italy-movie,Joe Williams,88,"He’s like a globe-trotting Richard Linklater. And with Winterbottom’s first-ever sequel, his “Trip” films now rival ﻿Linklater’s “Before” series in charting how a twosome evolves over time. Plus, they’re bloody hilarious."
7496,gossip-movie,Wesley Morris,12,One of those truly biodegradable experiences.
7497,girlfight-movie,Roger Ebert,88,It's always about more than boxing.
7498,brake-movie,Michael Atkinson,30,"Dorff's mannered Bruce Willis affect seems as insincere as the script, which helplessly loses credibility as info accrues and the narrative unpeels."
7499,believe-me-movie,Josh Kupecki,20,"What is most egregious, and seems completely lost on the filmmakers, is that the film is the very thing it attempts to expose: a pandering cash-in on faith-based films disguising itself as an honest examination of belief. And that, true believers, is unforgivable."
7500,blue-crush-movie,Ron Wells,30,"I'm sure that an interesting film could easily be made about girl surfers, this just ain't it."
7501,bettie-page-reveals-all-movie,Ella Taylor,75,That she continues to invite not just Beyoncé and Katy Perry but millions of adoring men and women along for the ride is icing on the cake.
7502,the-future-movie,Lisa Schwarzbaum,91,"As she did in her striking 2005 debut, ""Me and You and Everyone We Know,"" July creates a fluid cinematic universe."
7503,the-hills-have-eyes-movie,Roger Ebert,38,"It is not faulty logic that derails The Hills have Eyes, however, but faulty drama. The movie is a one-trick pony."
7504,the-revenant-2015-movie,Roger Moore,100,"A riveting saga of pain, grit and the brute moral relativism of revenge, the first law of all, and the only one that mattered back then. The Revenant is one of the best pictures of the year."
7505,drop-dead-gorgeous-movie,John Hartl,10,"Broad, obvious and thuddingly unfunny, Drop Dead Gorgeous makes almost every previous ""mockumentary"" look like a work of genius."
7506,secretary-movie,Mick LaSalle,25,"It provokes nothing but yawns, and the sex it explores is stuff everybody knows about and says, ""So what?"""
7507,the-honeymooners-movie,Mark Holcomb,30,"John Schultz's wan, unfunny The Honeymooners is unlikely to tickle devotees of Jackie Gleason's archetypal yuk-fest."
7508,gullivers-travels-movie,Marjorie Baumgarten,0,"Listless, dull, and totally lacking in spectacle."
7509,taking-lives-movie,Marrit Ingman,20,A twist ending in search of its movie.
7510,the-ridiculous-6-movie,Brian Tallerico,12,"The film has no flow, no rhythm, and absolutely no reason to be 119 minutes. And then there’s the broad racism and misogyny of the piece."
7511,jack-the-giant-slayer-movie,Peter Hartlaub,25,"By the end, I was adding my own internal ""Deadwood""-style profanities to McShane's clean dialogue. ""For the sake of the (God-@#$%) kingdom, cut it (the @#$%) down!"" Movies about mile-high beanstalks shouldn't require additional audience imagination."
7512,tabu-movie,Andrew O'Hehir,100,"If you have the patience to watch this film develop and unfold, like some bizarre night-blooming orchid, what you'll see is not just the last movie released in 2012, but possibly the most original of them all."
7513,breaking-in-movie,Vince Mancini,25,Even on a technical level Breaking In is shockingly inept.
7514,the-bye-bye-man-movie,David Fear,12,"Horror-movie fans often have put up with a lot to get their requisite amount of fright per month, and that tolerance limit is seriously tested by this slapdash attempt to introduce a new slasher hall-of-fame character into the mix."
7515,much-ado-about-nothing-movie,Steve Persall,83,"Much Ado About Nothing is simply a fun time among Whedon and his friends, and for the most part it's contagious."
7516,word-wars-movie,Roger Ebert,75,Compellingly watchable. 
7517,wild-hogs-movie,Ruthe Stein,0,Hogwash and not even funny hogwash.
7518,the-pianist-movie,Mick LaSalle,100,One of the great Holocaust films.
7519,enchanted-movie,Wesley Morris,75,The sight of Adams gliding and beaming and chirping in this movie - a self-mocking cartoon that transforms into an inspired live-action musical farce - is just about the happiest time I've had watching an actor do anything all year.
7520,the-deep-end-of-the-ocean-movie,Stephen Hunter,10,"It has the overwhelming stench of a film afflicted by star ego -- Michelle Pfeiffer is never wrong, which is exactly what is wrong with The Deep End of the Ocean."
7521,risen-movie,Eric Henderson,12,It's an episode of Without a Trace: Jerusalem presented with all the panache of a Trinity Broadcasting Network TV special.
7522,the-trust-movie,Chuck Bowen,63,"Throughout Alex and Benjamin Brewer's film, Nicolas Cage holds the screen with his distinct timing and expressive force of being."
7523,leap-year-movie,Stephanie Zacharek,30,"If only Leap Year were an anomaly, the kind of picture that comes along only once every four years. Instead, it's yet more evidence that romantic comedies are only getting worse."
7524,warm-bodies-movie,Liam Lacey,63,"Warm Bodies is for audiences who prefer stories about mending hearts to munching brains, and ideally, for girls who aren't quite sure yet if they want a slightly scary boyfriend, or a living doll they can dress up."
7525,antz-movie,David Sterritt,100,Pure fun.
7526,happy-tears-movie,Melissa Anderson,0,"Continuing both his bad filmmaking and obsession with lethal orifices, Mitchell Lichtenstein follows up ""Teeth,"" his clumsy debut about a dismembering vagina, with a voluminous explosion of poop."
7527,book-club-movie,Ann Hornaday,75,"It has brio, rueful humor and celebratory verve that is nearly impossible to resist."
7528,no-good-deed-2014-movie,Josh Kupecki,11,"No Good Deed slouches toward its inevitable conclusion much like that rough beast to Bethlehem, falling apart and lacking all conviction."
7529,final-destination-3-movie,Peter Rainer,0,"There's nothing fresh or off-beat in Final Destination 3, no talent that is struggling to get out. The only thing struggling to get out was me from the theater."
7530,transformers-the-last-knight-movie,Peter Travers,0,"Transformers: The Last Knight is all kinds of awful. It's also the worst of the series to date, which is saying something."
7531,the-skin-that-i-live-in-movie,Alison Willmore,75,"Aside from his usual bold color schemes, Almodóvar has managed a remarkably restrained telling of what's in essence a sci-fi psychosexual melodrama set in the very near future of 2012 Toledo."
7532,walk-the-line-movie,J.R. Jones,80,"As the star-crossed couple, Joaquin Phoenix and Reese Witherspoon contribute all their own vocals, and their soapier scenes together reminded me of no less than the 1954 ""A Star Is Born."""
7533,the-three-stooges-movie,Mick LaSalle,0,"It's just not enough to say that The Three Stooges is the death of comedy. Rather, it's the death, burial, putrefaction and decomposition of comedy. It is where comedy, once alive, ends up as dust blowing in the wind, like something out of a really bad Kansas song."
7534,legends-of-the-fall-movie,Rita Kempley,10,"Legends of the Fall is a magnificent bore: a western saga lolling in its own immensity - its big music, its big scenery and, yes, its big hair"
7535,the-final-project-movie,Rob Staeger,10,"Slipshod in every way, The Final Project can't even be bothered to show the important stuff."
7536,man-down-movie,Brian Tallerico,25,"Man Down is a bad film, but it’s made even worse by the taste it will leave in your mouth regarding its silly handling of a very serious issue."
7537,two-for-the-money-movie,Steven Rea,63,"It says in the beginning of the film that Two for the Money is ""inspired by a true story."" Problem is, it's just not that inspired."
7538,the-duff-movie,Kevin Jagernauth,33,"Director Ari Sandel, working with a script by Josh A. Cagan, doesn't have the deftness to really convey how Bianca's personality turns conventional wisdom into her own unique, attractive qualities."
7539,the-bands-visit-movie,Roger Ebert,100,"The Band’s Visit has not provided any of the narrative payoffs we might have expected, but has provided something more valuable: An interlude involving two “enemies,” Arabs and Israelis, that shows them both as only ordinary people with ordinary hopes, lives and disappointments. It has also shown us two souls with rare beauty."
7540,harry-+-max-movie,Mick LaSalle,0,The most shocking thing about Harry and Max isn't the subject matter. The most shocking thing is just how tepid it is.
7541,charlies-angels-full-throttle-movie,Glenn Kenny,12,"As for me, watching this overripe, ignorant parading of Hollywood privilege an hubris put me in mind of a different song--Neil Young's ""Revolution Blues."" Specifically the bit about Laurel Canyon being filled with famous stars . . ."
7542,brothers-keeper-movie,Roger Ebert,100,"Brother's Keeper, the year's best documentary, has an impact and immediacy that most fiction films can only envy. It tells a strong story, and some passages are truly inspirational, as the neighbors of Munnsville become determined that Delbert will not be railroaded by some ambitious prosecutor more concerned with bringing charges than with understanding the reality of the situation."
